Household_ID,Postcode,lat,lon,Age,Employment_Status,Household_Size,Num_Children,Disability,Annual_Income,Savings_Capital,Monthly_Rent,Tenure_Years,Property_Beds,EPC_Rating,Benefits_Eligible,Benefits_Claimed,Council_Tax_Arrears,Rent_Arrears
LEI-1345,EH6 4,55.960230853226854,-3.190459439997015,27,Part-time,1,0,No,23541,4329,592,5.6,1,D,None,None,No,0
LEI-1346,EH6 4,55.96106166017079,-3.182477284058619,50,Full-time,1,0,No,31650,695,596,1.4,1,D,None,None,No,0
LEI-1347,EH6 4,55.958596975501884,-3.182413844495725,62,Full-time,3,0,Yes,47644,7102,676,2.2,2,F,PIP,PIP,No,0
LEI-1348,EH6 6,55.96426763371971,-3.181197749140903,53,Full-time,3,2,Yes,26717,18466,995,1.4,4,E,"Child Benefit, PIP",Child Benefit,No,0
LEI-1349,EH6 6,55.96165395508313,-3.1863002868925916,54,Full-time,1,0,No,24115,10727,718,4.1,2,D,None,None,No,0
LEI-1350,EH6 4,55.95899498262112,-3.184876020516438,63,Part-time,1,0,No,20555,1514,535,4.7,1,C,None,None,No,0
LEI-1351,EH6 4,55.9598441574011,-3.1861720236856548,36,Full-time,1,0,No,28512,914,702,0.8,2,D,None,None,No,0
LEI-1352,EH6 6,55.961217891499366,-3.1803600697056966,26,Part-time,2,0,Yes,20292,909,501,3.3,1,D,PIP,PIP,No,0
LEI-1353,EH6 4,55.959571878980405,-3.1822349104446634,31,Full-time,4,1,No,24388,3455,831,2.2,3,F,"Child Benefit, Child Tax Credit",Child Tax Credit,No,0
LEI-1354,EH6 6,55.95902358668899,-3.1847823889046523,41,Full-time,5,4,No,36826,2136,993,3.7,4,E,Child Benefit,Child Benefit,No,0
LEI-1355,EH6 4,55.96495787645129,-3.189223684419287,41,Part-time,4,0,No,20337,6815,954,1.6,4,C,None,None,No,0
LEI-1356,EH6 6,55.96000134102834,-3.1824363894505185,35,Part-time,1,0,No,20499,7405,704,14.2,2,B,None,None,No,0
LEI-1357,EH6 6,55.962118940167294,-3.187353602151446,44,Unemployed,4,1,No,7695,1146,829,2.7,3,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1358,EH6 4,55.96362883001123,-3.1833123722895906,27,Full-time,4,3,No,16544,3241,993,0.9,4,E,"Child Benefit, Child Tax Credit",Child Benefit,No,0
LEI-1359,EH6 6,55.960728210351746,-3.1881603728396755,45,Full-time,5,3,No,32385,3428,1141,4.5,5,D,Child Benefit,Child Benefit,No,0
LEI-1360,EH6 4,55.965034764685875,-3.185634413522414,55,Part-time,3,0,No,16309,5462,672,8.1,2,B,None,None,No,0
LEI-1361,EH6 6,55.961960533237736,-3.1904520163943673,18,Student,2,0,No,4105,7609,666,5.3,2,D,Universal Credit,None,No,0
LEI-1362,EH6 6,55.962953227274525,-3.182163664880646,44,Full-time,3,2,Yes,22806,9030,1001,1.5,4,D,"Child Benefit, Child Tax Credit, PIP","Child Benefit, Child Tax Credit, PIP",No,2989
LEI-1363,EH6 6,55.96111041509845,-3.187210080439432,64,Part-time,3,1,No,12875,1689,650,7.6,2,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1364,EH6 6,55.9601226561377,-3.183861114201635,22,Full-time,6,1,No,18008,119,1101,12.7,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1365,EH6 4,55.96111180305239,-3.1835874904524983,51,Full-time,3,0,No,26423,5864,670,0.9,2,E,None,None,No,0
LEI-1366,EH6 6,55.959423237222886,-3.1815341922883786,44,Full-time,5,1,No,36097,11388,1168,2.0,5,B,Child Benefit,None,No,0
LEI-1367,EH6 6,55.96215910228052,-3.184543107408454,48,Part-time,1,0,Yes,31505,5488,584,2.5,1,D,PIP,PIP,No,0
LEI-1368,EH6 6,55.96072304783978,-3.1865700355062305,54,Part-time,2,0,No,14264,19674,597,4.4,1,D,None,None,No,0
LEI-1369,EH6 4,55.962932451557585,-3.1838795390803187,55,Full-time,4,3,Yes,23498,3247,1188,11.5,5,C,"Child Benefit, Child Tax Credit, PIP","Child Benefit, Child Tax Credit",No,0
LEI-1370,EH6 4,55.9614551303744,-3.183647922751932,32,Part-time,2,1,No,23030,9724,718,2.9,2,C,Child Benefit,Child Benefit,No,0
LEI-1371,EH6 6,55.96145338469599,-3.1874318652907356,48,Full-time,1,0,No,40951,2665,518,4.5,1,E,None,None,No,0
LEI-1372,EH6 6,55.96057210427378,-3.1835627484249645,49,Full-time,2,0,No,32845,4501,723,4.9,2,E,None,None,No,0
LEI-1373,EH6 4,55.95993099385388,-3.1859617825330413,18,Full-time,1,0,No,27529,3557,531,20.2,1,C,None,None,No,0
LEI-1374,EH6 6,55.96118489685771,-3.1837269333267706,36,Full-time,1,0,No,21404,10232,695,6.9,2,E,None,None,No,1391
LEI-1375,EH6 4,55.96164239461065,-3.1883855075870455,55,Full-time,2,1,No,29210,232,732,7.8,2,C,Child Benefit,None,No,0
LEI-1376,EH6 4,55.96094037712303,-3.1842483909716215,67,Retired,2,1,No,7633,12729,733,1.3,2,C,"Child Benefit, Pension Credit","Child Benefit, Pension Credit",No,0
LEI-1377,EH6 6,55.95759111955603,-3.177340722653267,49,Unemployed,1,0,No,4704,17533,702,5.2,2,D,None,None,Yes,2022
LEI-1378,EH6 4,55.963441493289174,-3.181553560710585,46,Full-time,1,0,No,29726,1763,534,4.0,1,B,None,None,No,0
LEI-1379,EH6 4,55.96200182192725,-3.1899350240193005,56,Part-time,3,0,No,15874,874,673,0.9,2,C,Universal Credit,Universal Credit,No,0
LEI-1380,EH6 4,55.95999522646785,-3.182973903167924,54,Unemployed,1,0,No,5804,15157,742,6.3,2,F,Universal Credit,Universal Credit,Yes,2420
LEI-1381,EH6 6,55.959571559986365,-3.1844295344259512,19,Full-time,4,0,Yes,20920,9100,1161,2.7,5,D,PIP,None,No,0
LEI-1382,EH6 4,55.960514996212396,-3.1819186537143027,47,Full-time,2,0,Yes,21880,2972,833,6.6,3,D,PIP,PIP,No,0
LEI-1383,EH6 6,55.95930762625953,-3.185320410543346,46,Part-time,4,2,No,15125,4789,877,5.8,3,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1384,EH6 6,55.96187555886962,-3.184390556819281,63,Full-time,6,2,No,41780,3617,1171,10.8,5,C,Child Benefit,Child Benefit,No,0
LEI-1385,EH6 4,55.96197760090909,-3.1808682901952974,45,Full-time,1,0,Yes,43692,648,597,4.6,1,C,PIP,PIP,No,0
LEI-1386,EH6 6,55.95927863402839,-3.1872183897259583,61,Unemployed,4,3,No,5125,2891,1191,3.5,5,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,3391
LEI-1387,EH6 6,55.95725915798213,-3.1877316687469013,25,Full-time,1,0,Yes,41293,2677,695,0.5,2,D,PIP,PIP,No,1115
LEI-1388,EH6 4,55.96038525489201,-3.1845468950925753,55,Part-time,1,0,Yes,31052,3705,726,2.0,2,D,PIP,PIP,No,0
LEI-1389,EH6 4,55.96262253588682,-3.179605034577077,56,Part-time,1,0,No,10181,17404,523,6.7,1,E,None,None,No,1253
LEI-1390,EH6 4,55.96625417299611,-3.188103535995267,29,Full-time,2,1,No,27038,5594,576,6.8,1,D,Child Benefit,Child Benefit,No,0
LEI-1391,EH6 4,55.96442480387088,-3.1778447153148917,34,Full-time,2,0,No,42766,6026,676,0.9,2,C,None,None,No,0
LEI-1392,EH6 4,55.96146935880043,-3.1819703365490786,66,Full-time,3,0,Yes,33088,3203,830,2.1,3,C,PIP,PIP,No,0
LEI-1393,EH6 6,55.96082213205531,-3.183592933192215,50,Full-time,3,2,No,20390,17689,889,8.7,3,C,Child Benefit,Child Benefit,No,0
LEI-1394,EH6 6,55.961782574911176,-3.1812885233040253,50,Full-time,2,0,No,44303,7503,877,1.7,3,D,None,None,No,0
LEI-1395,EH6 6,55.96178225013728,-3.189529211222297,36,Full-time,3,1,No,18472,251,816,2.6,3,F,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,2414
LEI-1396,EH6 4,55.96016627192399,-3.184195783192254,60,Full-time,3,2,No,35515,5837,689,4.7,2,D,Child Benefit,Child Benefit,No,0
LEI-1397,EH6 6,55.958891520867475,-3.1806296693649174,44,Part-time,1,0,No,16249,3518,674,13.3,2,C,Universal Credit,Universal Credit,No,0
LEI-1398,EH6 4,55.9615990739052,-3.186888522676646,53,Part-time,5,2,No,21267,11205,1192,9.6,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1399,EH6 4,55.96058382729973,-3.1826855157906095,44,Part-time,3,0,No,22736,4852,860,13.9,3,C,None,None,No,0
LEI-1400,EH6 4,55.96329611974671,-3.1879300154872103,43,Full-time,3,1,No,39910,4391,714,23.3,2,D,Child Benefit,None,No,0
LEI-1401,EH6 4,55.96035141941483,-3.1900316717808357,42,Unemployed,1,0,No,7749,8437,516,18.6,1,C,Universal Credit,None,No,0
LEI-1402,EH6 6,55.962212159757335,-3.184650789285076,46,Full-time,3,2,Yes,32968,15157,1038,1.9,4,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1403,EH6 6,55.962208852914856,-3.1862653080584997,32,Full-time,1,0,No,8905,2154,743,2.9,2,D,Universal Credit,Universal Credit,Yes,1532
LEI-1404,EH6 4,55.962105356726774,-3.1895274906655713,63,Full-time,4,0,No,32544,1304,836,0.5,3,B,None,None,No,0
LEI-1405,EH6 6,55.96583320275603,-3.1832412731031114,21,Full-time,1,0,No,47385,8744,575,21.6,1,C,None,None,No,0
LEI-1406,EH6 4,55.960109124104726,-3.1875680923999,41,Part-time,3,1,No,12831,3136,952,6.8,4,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",Yes,2134
LEI-1407,EH6 4,55.96333874653628,-3.183128331552668,30,Full-time,1,0,No,26153,870,500,2.1,1,E,None,None,No,0
LEI-1408,EH6 4,55.960742850616974,-3.1866951869987328,62,Full-time,3,1,No,33373,5610,825,4.4,3,B,Child Benefit,Child Benefit,No,0
LEI-1409,EH6 4,55.96272934310878,-3.18553051303849,61,Full-time,1,0,No,21162,453,575,9.4,1,D,None,None,No,0
LEI-1410,EH6 6,55.964414680933494,-3.1870154832996738,65,Full-time,3,1,No,17535,3689,733,10.2,2,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1411,EH6 6,55.96165226319199,-3.190790700787361,23,Unemployed,1,0,No,6878,3793,686,5.4,2,E,Universal Credit,Universal Credit,Yes,1724
LEI-1412,EH6 6,55.96038662130874,-3.1851809271238145,22,Full-time,5,3,No,29015,13164,1007,3.5,4,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1413,EH6 4,55.96396315690308,-3.1849153125518104,59,Full-time,3,2,No,26151,8,655,3.6,2,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1414,EH6 6,55.961991555018336,-3.1863455834397154,35,Full-time,6,5,No,32368,12786,1127,2.4,5,E,Child Benefit,None,No,0
LEI-1415,EH6 6,55.96254234645316,-3.185388467900654,70,Retired,6,1,Yes,20555,5481,1186,1.9,5,F,"Child Benefit, Child Tax Credit, PIP","Child Benefit, Child Tax Credit, PIP",No,0
LEI-1416,EH6 6,55.95770351876991,-3.1801042274781777,32,Full-time,1,0,No,27749,37903,597,1.2,1,B,None,None,No,0
LEI-1417,EH6 4,55.96104462691734,-3.1800125428745614,47,Full-time,4,0,No,21134,1611,802,16.2,3,D,None,None,No,0
LEI-1418,EH6 4,55.96320584533058,-3.181935798059025,28,Full-time,5,1,No,31450,14067,1137,1.0,5,D,Child Benefit,None,No,0
LEI-1419,EH6 6,55.959100724660274,-3.192012793627044,47,Full-time,4,2,No,18300,14420,1005,6.0,4,E,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1420,EH6 6,55.96029182472881,-3.186277372081339,30,Full-time,2,0,Yes,41271,5805,840,2.5,3,D,PIP,None,No,508
LEI-1421,EH6 4,55.961434611556946,-3.1863026395810565,29,Unemployed,2,1,No,8291,2661,724,1.0,2,D,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1422,EH6 6,55.96301178427557,-3.1874077507692324,44,Full-time,1,0,No,38522,5947,735,8.6,2,C,None,None,No,0
LEI-1423,EH6 4,55.96070946595812,-3.180756737589594,26,Part-time,3,2,No,24693,12060,1026,1.1,4,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1424,EH6 6,55.959769596214635,-3.186285962915224,40,Unemployed,2,0,No,6948,2289,735,8.7,2,C,Universal Credit,Universal Credit,No,0
LEI-1425,EH6 4,55.961724622314705,-3.179853665574943,50,Full-time,1,0,Yes,29471,3551,579,0.0,1,D,PIP,PIP,No,0
LEI-1426,EH6 6,55.96178219276387,-3.182606206897314,52,Full-time,3,2,No,29948,11399,995,3.2,4,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1427,EH6 4,55.963263131107766,-3.18229057237334,52,Full-time,4,0,No,18825,3838,888,12.6,3,E,None,None,No,0
LEI-1428,EH6 6,55.960126386686206,-3.186753488217169,71,Retired,5,0,No,17294,1617,1104,6.5,5,E,None,None,No,0
LEI-1429,EH6 4,55.958694258782636,-3.1878361089198775,57,Full-time,1,0,No,28874,8082,658,2.2,2,D,None,None,No,0
LEI-1430,EH6 4,55.96054477156427,-3.1844250863333725,44,Full-time,1,0,No,32068,5302,517,3.5,1,G,None,None,No,0
LEI-1431,EH6 4,55.95860425307795,-3.18731829355028,51,Full-time,5,0,No,29583,10611,1122,2.2,5,C,None,None,No,0
LEI-1432,EH6 6,55.962119831067966,-3.1851912051128943,50,Full-time,5,1,No,28731,3587,1101,2.5,5,C,"Child Benefit, Child Tax Credit",Child Tax Credit,No,0
LEI-1433,EH6 6,55.96175058139867,-3.185545638033187,67,Retired,2,1,Yes,16354,1996,859,0.2,3,D,"Child Benefit, PIP","Child Benefit, PIP",Yes,559
LEI-1434,EH6 6,55.964020696361935,-3.183440630016332,23,Unemployed,1,0,No,7367,20928,566,7.7,1,D,None,None,No,0
LEI-1435,EH6 4,55.96256638067571,-3.18594293028239,28,Part-time,1,0,No,13777,4062,707,9.2,2,C,Universal Credit,Universal Credit,Yes,2215
LEI-1436,EH6 6,55.96153173751895,-3.178418411182302,38,Full-time,1,0,No,44396,809,520,17.5,1,E,None,None,No,0
LEI-1437,EH6 6,55.96196125481755,-3.18583398959626,57,Full-time,2,0,Yes,33445,19678,877,13.3,3,D,PIP,PIP,No,0
LEI-1438,EH6 6,55.96371080554966,-3.186222706375339,68,Retired,3,2,No,20816,849,887,8.5,3,E,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1439,EH6 4,55.96445693471091,-3.1864145366209415,44,Full-time,6,1,No,22698,3161,1167,9.1,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1440,EH6 4,55.964367771491,-3.1834010015563017,42,Full-time,1,0,No,28060,1525,582,3.8,1,D,None,None,No,0
LEI-1441,EH6 6,55.96121044028419,-3.182924993503971,18,Student,4,3,No,4295,11555,1174,9.1,5,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit",No,4474
LEI-1442,EH6 6,55.9647647306617,-3.191315838643895,47,Part-time,2,1,No,23119,282,827,4.7,3,D,Child Benefit,Child Benefit,No,0
LEI-1443,EH6 4,55.963403152640495,-3.18420761571848,40,Unemployed,3,0,No,6806,4599,650,1.1,2,E,Universal Credit,Universal Credit,No,0
LEI-1444,EH6 4,55.964951750611085,-3.185701620388938,70,Retired,1,0,Yes,10760,3979,557,2.6,1,F,"Universal Credit, PIP, Pension Credit","Universal Credit, PIP, Pension Credit",Yes,1117
LEI-1445,EH6 6,55.96008267699209,-3.1787310967233275,38,Full-time,1,0,No,32307,11653,546,15.8,1,D,None,None,No,0
LEI-1446,EH6 6,55.961501065789996,-3.184453684931025,30,Part-time,1,0,No,24164,828,516,3.4,1,D,None,None,No,0
LEI-1447,EH6 6,55.96363308850104,-3.186428999454333,18,Full-time,2,1,No,33318,2320,588,12.1,1,D,Child Benefit,None,No,0
LEI-1448,EH6 4,55.96322299596197,-3.186754489710298,54,Part-time,2,1,Yes,18718,10621,574,2.6,1,C,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1449,EH6 6,55.963892869123754,-3.182318097454387,75,Retired,1,0,Yes,16907,25164,730,0.5,2,F,PIP,None,No,1746
LEI-1450,EH6 4,55.9653377970644,-3.182531363528474,32,Full-time,1,0,Yes,32716,2123,556,3.3,1,C,PIP,None,No,0
LEI-1451,EH6 6,55.96481636726153,-3.1895169078504875,42,Full-time,1,0,No,23414,2361,682,0.6,2,C,None,None,No,0
LEI-1452,EH6 6,55.962124073023766,-3.183918231700485,65,Unemployed,1,0,Yes,8018,111,549,7.0,1,D,"Universal Credit, PIP",Universal Credit,Yes,1561
LEI-1453,EH6 6,55.96051744398126,-3.1860080557363415,41,Full-time,1,0,No,40773,11968,543,2.1,1,C,None,None,No,0
LEI-1454,EH6 6,55.96292466442801,-3.187335765169966,24,Full-time,2,1,Yes,14816,13128,534,7.3,1,C,"Child Benefit, Universal Credit, PIP","Child Benefit, Universal Credit, PIP",No,0
LEI-1455,EH6 4,55.96240568366828,-3.186371404886834,34,Full-time,1,0,Yes,34243,2490,522,7.4,1,C,PIP,PIP,No,0
LEI-1456,EH6 4,55.9568926627978,-3.180222632175551,55,Full-time,4,2,No,17496,2318,1027,33.6,4,D,"Child Benefit, Child Tax Credit",Child Benefit,No,0
LEI-1457,EH6 4,55.95865942641552,-3.1833827325175856,50,Part-time,3,0,No,8609,4124,840,6.6,3,E,Universal Credit,Universal Credit,No,0
LEI-1458,EH6 6,55.96175312020973,-3.1845575344073644,48,Full-time,1,0,No,27130,12912,735,16.2,2,D,None,None,No,0
LEI-1459,EH6 6,55.96015568305964,-3.1855955207536475,52,Full-time,3,1,No,37411,1755,682,12.9,2,C,Child Benefit,None,No,0
LEI-1460,EH6 4,55.96406197981061,-3.1831901763108887,30,Full-time,4,2,No,23835,19181,802,16.0,3,D,Child Benefit,Child Benefit,No,0
LEI-1461,EH6 6,55.9640054647825,-3.1843966701659383,21,Full-time,4,3,No,37185,8864,892,3.2,3,B,Child Benefit,Child Benefit,No,0
LEI-1462,EH6 6,55.961984603692265,-3.1825819345099573,47,Full-time,2,1,No,22702,1254,739,4.3,2,E,Child Benefit,None,No,0
LEI-1463,EH6 4,55.9642174189164,-3.1814728598669926,45,Part-time,5,0,No,13941,8229,1167,0.1,5,D,Universal Credit,Universal Credit,No,0
LEI-1464,EH6 6,55.9644586186711,-3.1820959054396147,66,Full-time,3,2,No,23537,7871,725,4.4,2,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1465,EH6 6,55.96231277896415,-3.1840668795470872,47,Full-time,2,1,No,33763,14062,515,2.3,1,E,Child Benefit,Child Benefit,No,0
LEI-1466,EH6 4,55.96037112563579,-3.1874813522726564,23,Unemployed,2,1,No,7140,11841,502,5.0,1,D,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1467,EH6 6,55.95969496746087,-3.1854787106541105,31,Full-time,2,0,No,28981,6604,710,0.3,2,B,None,None,No,0
LEI-1468,EH6 6,55.960870595226545,-3.1848021786614455,38,Full-time,1,0,Yes,48821,9057,735,0.1,2,D,PIP,PIP,No,0
LEI-1469,EH6 4,55.96335541599647,-3.1814923082371642,40,Full-time,3,2,No,49478,2284,1029,6.7,4,D,Child Benefit,Child Benefit,No,0
LEI-1470,EH6 6,55.96076561307145,-3.1814123197532322,47,Full-time,2,1,No,21806,15913,814,1.1,3,D,Child Benefit,None,No,0
LEI-1471,EH6 4,55.96015645070597,-3.185994757650458,66,Full-time,2,1,No,38237,16492,889,6.8,3,E,Child Benefit,Child Benefit,No,0
LEI-1472,EH6 6,55.962291000966225,-3.188409705500945,65,Unemployed,1,0,No,5301,4625,576,11.0,1,D,Universal Credit,None,No,0
LEI-1473,EH6 4,55.96151116347573,-3.1830779035954153,32,Part-time,1,0,No,21585,338,554,3.3,1,D,None,None,No,0
LEI-1474,EH6 6,55.95941332201783,-3.184137578738958,48,Full-time,5,2,Yes,24537,6728,1150,0.9,5,D,"Child Benefit, Child Tax Credit, PIP","Child Benefit, Child Tax Credit, PIP",No,0
LEI-1475,EH6 6,55.96024651619024,-3.1804494330211406,41,Full-time,4,1,No,35160,550,856,3.0,3,G,Child Benefit,Child Benefit,No,0
LEI-1476,EH6 6,55.96005340786149,-3.185158750318158,45,Full-time,3,0,Yes,47349,8306,834,6.0,3,D,PIP,PIP,No,0
LEI-1477,EH6 6,55.96346786940024,-3.190817342373293,42,Full-time,5,4,No,32056,16304,1169,1.4,5,C,Child Benefit,None,No,0
LEI-1478,EH6 6,55.96337108551409,-3.186322842798666,74,Retired,2,0,Yes,10337,7626,898,11.6,3,C,"PIP, Pension Credit","PIP, Pension Credit",No,0
LEI-1479,EH6 4,55.95908089436909,-3.189427823057297,46,Unemployed,5,4,No,5502,7537,1193,4.9,5,F,"Child Benefit, Child Tax Credit, Universal Credit","Child Tax Credit, Universal Credit",Yes,3994
LEI-1480,EH6 6,55.96120142828545,-3.1776849405146876,30,Full-time,3,0,No,25264,6841,1003,11.1,4,D,None,None,No,0
LEI-1481,EH6 4,55.959144303365875,-3.182164165009771,45,Full-time,1,0,No,42308,12817,729,3.2,2,B,None,None,No,0
LEI-1482,EH6 6,55.96457933796023,-3.1881913072316617,24,Part-time,1,0,No,18953,4706,503,6.4,1,D,None,None,No,0
LEI-1483,EH6 6,55.96157345208021,-3.186379245923762,59,Full-time,1,0,No,32133,2284,526,3.1,1,E,None,None,No,0
LEI-1484,EH6 6,55.95593135126565,-3.1888523773314814,18,Full-time,2,0,Yes,26892,4066,660,12.8,2,D,PIP,None,No,0
LEI-1485,EH6 4,55.964433949292406,-3.182737723678988,25,Full-time,3,1,No,7634,497,950,16.9,4,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",Yes,1553
LEI-1486,EH6 6,55.96075975121225,-3.1880764654376565,32,Full-time,1,0,No,10941,6146,516,13.9,1,D,Universal Credit,None,No,0
LEI-1487,EH6 6,55.959245594202685,-3.180498064273202,60,Full-time,4,3,Yes,37179,236,823,12.7,3,C,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1488,EH6 4,55.96186905396757,-3.181734326379136,69,Retired,5,4,No,7802,14177,998,4.4,4,F,"Child Benefit, Child Tax Credit, Pension Credit","Child Benefit, Child Tax Credit, Pension Credit",No,2976
LEI-1489,EH6 4,55.96448230797085,-3.1825007329780206,18,Student,2,0,No,5287,10944,670,6.4,2,C,Universal Credit,Universal Credit,No,0
LEI-1490,EH6 4,55.9619238838854,-3.183184461449329,31,Full-time,3,0,Yes,21824,15350,651,5.0,2,D,PIP,None,No,0
LEI-1491,EH6 4,55.96412425840847,-3.1827916370069476,18,Full-time,2,1,No,42101,9697,845,3.2,3,C,Child Benefit,None,No,0
LEI-1492,EH6 4,55.96448407750317,-3.1840666118741106,64,Full-time,1,0,Yes,18776,1899,526,11.6,1,F,PIP,PIP,No,0
LEI-1493,EH6 6,55.96531518064438,-3.1862657675339174,57,Part-time,2,1,Yes,18727,9697,657,3.0,2,C,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1494,EH6 6,55.957716225469454,-3.188249996991867,37,Full-time,1,0,Yes,36075,2413,597,2.0,1,D,PIP,PIP,No,0
LEI-1495,EH6 6,55.960466693756054,-3.183456647533128,34,Full-time,3,0,No,25156,1570,874,4.9,3,C,None,None,No,0
LEI-1496,EH6 4,55.9658156223542,-3.1887152335003837,37,Full-time,4,2,No,29861,5911,965,6.9,4,E,"Child Benefit, Child Tax Credit",Child Benefit,No,0
LEI-1497,EH6 4,55.960370697805,-3.1816289921531093,37,Full-time,3,1,No,30648,684,710,1.8,2,B,Child Benefit,Child Benefit,No,0
LEI-1498,EH6 6,55.962419298315766,-3.1841512383220714,67,Retired,1,0,No,7838,19915,579,4.6,1,C,Pension Credit,Pension Credit,No,0
LEI-1499,EH6 4,55.96465175830101,-3.1863131038831782,50,Full-time,2,0,No,36151,2916,852,3.1,3,D,None,None,No,0
LEI-1500,EH6 4,55.96044265950594,-3.192254399596077,22,Full-time,1,0,No,18945,10158,704,9.7,2,D,None,None,No,0
LEI-1501,EH6 6,55.96111627230172,-3.1857190998528075,36,Part-time,5,1,Yes,15773,1573,978,2.6,4,D,"Child Benefit, Child Tax Credit, Universal Credit, PIP","Child Benefit, Child Tax Credit, Universal Credit, PIP",No,0
LEI-1502,EH6 6,55.96093847319228,-3.1882083957980387,42,Full-time,3,1,No,36392,12473,1005,10.0,4,F,Child Benefit,Child Benefit,No,0
LEI-1503,EH6 6,55.9644468118847,-3.1898890454456246,54,Full-time,2,1,Yes,24060,1105,878,5.2,3,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1504,EH6 4,55.96226024800484,-3.1902640429867963,34,Full-time,2,0,No,28052,993,705,7.4,2,B,None,None,No,0
LEI-1505,EH6 4,55.95985669376044,-3.1802103365307577,27,Full-time,1,0,No,22894,1703,539,33.3,1,C,None,None,No,0
LEI-1506,EH6 6,55.962836368006684,-3.186488060484803,64,Full-time,3,1,Yes,16784,13013,882,6.3,3,B,"Child Benefit, Child Tax Credit, PIP","Child Tax Credit, PIP",No,3057
LEI-1507,EH6 6,55.95821926434877,-3.1835465241937717,54,Full-time,4,0,Yes,36195,11049,951,5.8,4,C,PIP,None,No,0
LEI-1508,EH6 6,55.963456907145996,-3.187443124867946,37,Full-time,2,0,No,26573,6129,886,11.8,3,D,None,None,No,0
LEI-1509,EH6 4,55.959593387348306,-3.1865456628553983,43,Full-time,4,3,No,21740,5012,1116,3.0,5,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1510,EH6 4,55.962936176032414,-3.183247413523691,42,Full-time,5,3,Yes,22933,2289,978,2.0,4,B,"Child Benefit, Child Tax Credit, PIP","Child Tax Credit, PIP",No,0
LEI-1511,EH6 6,55.96350421503749,-3.180106543646715,41,Unemployed,3,1,No,6838,3033,979,8.2,4,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",Yes,1600
LEI-1512,EH6 6,55.95975723744589,-3.1816621390323787,51,Full-time,1,0,No,23712,5588,732,0.6,2,D,None,None,No,0
LEI-1513,EH6 4,55.961945840731495,-3.1864677215367956,24,Full-time,4,0,No,23345,4638,956,3.6,4,D,None,None,No,0
LEI-1514,EH6 6,55.96233490589383,-3.186363600712995,18,Full-time,1,0,No,33096,1755,719,1.6,2,C,None,None,No,0
LEI-1515,EH6 6,55.9635286711953,-3.1876097781366926,18,Full-time,1,0,Yes,30149,8253,560,0.3,1,D,PIP,PIP,No,0
LEI-1516,EH6 4,55.95981590171957,-3.1833599071144953,34,Full-time,2,0,No,27326,8149,553,6.9,1,E,None,None,No,0
LEI-1517,EH6 4,55.9635181993731,-3.1890816148640377,59,Full-time,2,1,Yes,41588,1709,835,15.8,3,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1518,EH6 6,55.95990549398768,-3.184131433847718,46,Full-time,5,2,No,32413,5630,1192,15.7,5,D,Child Benefit,Child Benefit,No,0
